Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S1ZA,2007.09,1813464,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2007.10,1823198,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2007.11,1846951,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2007.12,1856675,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2008.01,1804906,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2008.02,1826863,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2008.03,1842104,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2008.04,1852442,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2008.05,1847689,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2008.06,1830910,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2008.07,1831279,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2008.08,1817954,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2008.09,1822651,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2008.10,1831926,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2008.11,1855160,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2008.12,1846112,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2009.01,1775980,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2009.02,1797278,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2009.03,1813571,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2009.04,1810273,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2009.05,1792491,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2009.06,1777328,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2009.07,1774722,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2009.08,1766883,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2009.09,1772050,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2009.10,1774715,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2009.11,1796822,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2009.12,1802389,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2010.01,1743078,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2010.02,1775658,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2010.03,1802902,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2010.04,1799709,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2010.05,1788732,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2010.06,1777893,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2010.07,1773382,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2010.08,1771564,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2010.09,1779485,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2010.10,1787692,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2010.11,1811410,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2010.12,1816622,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2011.01,1754440,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2011.02,1784001,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2011.03,1812655,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2011.04,1805404,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2011.05,1797798,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2011.06,1790311,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2011.07,1785352,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2011.08,1793125,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2011.09,1799782,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2011.10,1806505,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2011.11,1828330,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2011.12,1837402,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2012.01,1772123,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2012.02,1802159,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2012.03,1818510,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2012.04,1824962,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2012.05,1829089,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2012.06,1809085,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2012.07,1805626,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2012.08,1807222,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2012.09,1811737,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2012.10,1824698,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2012.11,1846316,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2012.12,1848814,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2013.01,1799337,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2013.02,1823875,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2013.03,1846227,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2013.04,1853904,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2013.05,1857485,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2013.06,1843610,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2013.07,1846080,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2013.08,1844687,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2013.09,1854174,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2013.10,1868295,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2013.11,1890804,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2013.12,1899722,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2014.01,1847127,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2014.02,1875847,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2014.03,1894664,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2014.04,1895346,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2014.05,1897132,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2014.06,1880787,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2014.07,1885266,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2014.08,1885007,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2014.09,1907823,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2014.10,1912938,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2014.11,1937403,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2014.12,1941994,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2015.01,1889591,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2015.02,1924440,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2015.03,1948988,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2015.04,1951696,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2015.05,1942276,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2015.06,1936798,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2015.07,1935592,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2015.08,1934520,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2015.09,1945026,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2015.10,1954549,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2015.11,1988923,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2015.12,1992279,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2016.01,1932539,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2016.02,1975012,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2016.03,2005226,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2016.04,2006747,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2016.05,2003268,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2016.06,1996050,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2016.07,1991657,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2016.08,2002543,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2016.09,2008941,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2016.10,2022570,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2016.11,2057002,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2016.12,2064024,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2017.01,2004124,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2017.02,2033534,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2017.03,2069521,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2017.04,2071345,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2017.05,2079756,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2017.06,2066989,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2017.07,2060519,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2017.08,2069096,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2017.09,2079295,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2017.10,2091543,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2017.11,2124435,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2017.12,2132781,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2018.01,2090422,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2018.02,2106223,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2018.03,2125381,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2018.04,2124906,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2018.05,2129049,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2018.06,2113914,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2018.07,2109527,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2018.08,2114016,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2018.09,2121209,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2018.10,2141782,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2018.11,2163541,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2018.12,2176583,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2019.01,2138744,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2019.02,2155659,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2019.03,2169994,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2019.04,2172809,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2019.05,2182546,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2019.06,2170849,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2019.07,2154722,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2019.08,2162939,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2019.09,2159885,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZA,2019.10,2161760,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Actual,,
MEIM.S1ZS,1999.04,1445688,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,1999.05,1413398,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,1999.06,1422166,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,1999.07,1423807,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,1999.08,1425293,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,1999.09,1437329,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,1999.10,1438211,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,1999.11,1453687,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,1999.12,1451500,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2000.01,1444029,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2000.02,1449604,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2000.03,1455610,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2000.04,1455891,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2000.05,1461301,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2000.06,1465154,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2000.07,1465648,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2000.08,1468039,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2000.09,1468149,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2000.10,1472934,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2000.11,1480017,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2000.12,1482476,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2001.01,1486013,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2001.02,1490393,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2001.03,1493160,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2001.04,1494192,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2001.05,1499920,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2001.06,1505518,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2001.07,1508990,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2001.08,1512873,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2001.09,1518217,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2001.10,1523480,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2001.11,1525615,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2001.12,1530282,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2002.01,1537106,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2002.02,1567088,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2002.03,1541837,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2002.04,1552995,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2002.05,1555976,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2002.06,1558752,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2002.07,1568208,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2002.08,1575426,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2002.09,1575297,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2002.10,1582637,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2002.11,1583332,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2002.12,1587100,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2003.01,1596536,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2003.02,1598192,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2003.03,1600326,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2003.04,1608804,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2003.05,1613621,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2003.06,1617229,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2003.07,1620248,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2003.08,1645475,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2003.09,1631053,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2003.10,1640689,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2003.11,1643932,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2003.12,1652775,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2004.01,1655106,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2004.02,1658872,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2004.03,1669032,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2004.04,1675686,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2004.05,1676431,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2004.06,1683176,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2004.07,1686251,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
MEIM.S1ZS,2004.08,1687119,,P,Number,0,Employment indicators - MEI,Employment Indicators,Filled jobs,All industries,Seasonally adjusted,,
